product_name,product_price,review,category
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,"Màu tím pastel nhìn rõ đẹp, mình mua nghe nhạc êm tai, âm thanh rõ.",head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Tốt,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,"Mua xong sạc cứ nhấp nháy đỏ đỏ, ko sạc được vào. Đã thay đổi củ sạc vẫn không được. Liên hệ số điện thoại shop thì ko nhắn được. Quá tệ",head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Chất lượng tốt so với giá. Thời gian chơi đủ dài,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Khá ổn trừ 1 cái làm sử dụng rất khó chịu là mút nó quá to đeo bị lỏng lẻo,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,mới mua về nhưng chỉ nghe đc 1 bên.,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Tôi mua hôm qua sài ok nhưng sao lắp tai nghe vào sạc thì không thấy đèn sạc tai nghe .,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,"âm thanh nghe hay ok, rõ, đúng màu",head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Trộm vía sản phẩm chất lượng. Bass ok. Ngoài mong đợi,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,"Mua hồi 15/10 tới nay mới 26/10 , mà một bên tai nghe chỉ nghe được chưa tới 5p , để sạc mấy lần cũng vậy tụt pin không phanh luôn",head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Tại sao tôi lại sạc lúc vô lúc ko và nó sạc rất chậm,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Tai bên phải hay phát ra âm thanh cảnh báo là bị như nào vậy,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Mới mua lúc nãy vội quá k thử về nghe được mỗi 1 bên,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Kết nối với đt thì nghe đc 2 taiKhi kết noiis với đồng hồ gt2 thì chỉ nghe đc tai trái,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Làm sao để biết đầy pin vậy ạ,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,"Mua tại cửa hàng, chất lượng âm thanh ổn. Tuy nhiên âm báo khi kết nối với tai nghe cực kỳ lớn nên khá đau tai. Thông tin trên sản phẩm thì có nhưng về kiểm tra không thấy hdsd đâu chắc bạn nv quên D",head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,sảm phẩm rất là tốt nhưng thái độ của nv giữ xe vs kh ko tốt kh chút nào hết chơn á. lm cjo kh ko hài lòng về nv giữ xe giống như coi thường kh á,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Mới dùng tầm 2 tháng mà tai nghe bên phải chỉ nghe được có 15 phút là hết pin rồi...bên trái thì vẫn bình thường...vậy có được đổi mới không ạ.,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,"Tai nghe bị lỗi không thể tăng/giảm âm lượng thì sửa thế nào đây ạ, tai nghe ms mua 3 tuần",head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Làm sao để biết là đầy pin,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Sao tai nghe nhanh hết pin zay...không như quani cáo nghe 7h hết pin bỏ vô tự động sạc 1h30 và 20h nghe sạc 1h30 mà sao nghe 4h hết pin bỏ vô hộp kg tự đông sạc và phải cắm cũ sạc mới được..và tai nghe thỉnh thoàn nghe được 1 bên..có phải tai nghe bị lỗi kg,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Cho em hội sao nó ko có cảm ứng vậy ạ bật tắt nhạc đồ á,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,"Em mua mà không kết nối, không hiện thị đèn thì làm sao ạ",head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Chuyển bài hát ntn nhỉ mn,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,"mới mua được vài ngày đã bị rè bên phải, không biết có đổi được không",head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Mới dùng khoảng 1 tháng mà 1 bên tai nghe dùng cỡ 10 phút là hết pin. K biết có được đổi tai nghe mới hay phải gửi bảo hành vậy,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,"Âm thanh không hay, nghe rất đau tai, khó chịu vô cùng",head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,"Lúc đầu thấy đèn chỉ nháy 1 bên, xong rồi điện cho nhân viên được hỗ trợ, làm theo hướng dẫn, tai nghe hoạt động bình thường, âm thanh nghe rất mượt nha mn.",head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,Tai nghe chỉ nghe được 1 bên làm sao đây,head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,"Sạc chớp đèn đỏ liên tục, ko biết lúc nào đầy rút ra, ra hỏi nhân viên nói dòng này tự canh giờ rút ra ko báo đèn xanh",head-phone
Tai nghe TWS AVA+ FreeGo PT52,250.000₫,sp oke,head-phone
Tai nghe TWS AVA+ FreeGo W28,250.000₫,Không biết cho tăng âm lượng,head-phone
Tai nghe TWS AVA+ FreeGo W28,250.000₫,Ok,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Vừa mua ngày 13 tháng 3 giá 340k, giờ đã thấy giảm 14% còn 290k rồi. Đau quá. Được cái nhân viên bán hàng thì tốt. Rất lâu rồi mới thấy nhân viên của thegioididong được tốt.Xài nghe cũng được, nhưng tính năng gõ gõ để tạm dừng không nhạy chút nào.",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Nghe ngon ổn vs túi tiền. Đã mua và chải nhiệm,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Mới ra thegioididong mua lúc 15h ngày 13/03 mua 340k giờ check lại còn 290k,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Cho mình hỏi làm sao để kết nói với laptop vậy,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,loại này có kết nối đc với laptop ko nhỉ,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Mua dùng mấy tháng rồi mà quen đánh giá, pin cực trâu, nhạc nghe rất đã tai, chống ồn tốt, nghe lời anh bán hàng đúng là lựa chọn tốt",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Biết tiền náo của nấy thật. Nhưng không nghĩ nó mau lỗi đến vậy. Mới mua 2 tuần 1 bên không nghe được. Thử kết nôi 3 điện thoại khác nhau kết quả như nhau,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Sử dụng tốt, mới đầu tưởng kết nối laptop không được nên có gửi đánh giá nhờ hỗ trợ nhưng giờ mình kết nối được rồi, sẽ giới thiệu cho bạn bè",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Vào các ứng dụng, hay chơi game mở mic bị ngắt ko nói chuyện đc",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Tai nghe pin trâu chất lượng tốt hộp sạc bản lể chắc chắn , âm thanh tương đối hay b",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Tai nghe hơi nhỏ và lúc xem tiktok bằng tai nghe thì bị dừng giữa chừng,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Tai nghe nghe nhạc hay và pin trâu,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,sài ok nha gọn nhẹ chất âm tốt,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Đeo rất thích nha gọn gàng nhẹ,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Mình đã mua vs dùng thấy rất ok. Nói chung tai nghe xiaomi rất tốt nhé. Trước nay mình chỉ dùng tai nghe xiaomi thôi.,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Mình mới mua hôm qua mà thấy âm lượng nhỏ quá,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Quá tức giận, lúc test đã khônh kết nối được, đổi sang cái con khác thì được, nhưng về mà kết nói với máy tinh hay đt khác là trần ai, dòng này như Cuc",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Mới mua tại TGDD ở Bình Chiểu , Tai Nghe tốt trong tầm giá, lâu dài thì chưa biết nè",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,VỪA MUA TAI NGE O TGDD CHI NHANH LONG HOA OK AM THANH RẤT TỐT,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Giá rẻ, đeo vào tai ko bị đau.. Âm thanh khá tốt kết nối nhanh chóng..ai đang dùng đt xiaomi thì nên mua.",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Em mới mua được 1 ngày lúc mua đọc không kĩ về thấy không kết nối được lap thì có được hỗ trợ đổi lại sang tai có thể dùng được lap không ạ,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Tai này dùng cổng sạc nào thế mình mua về ko có cổng sạc nào vừa,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,ok tầm giá. nghe nhạc ko hay lắm.,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Mua về nghe được 1 bên,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Kết nối tay nghe rồi sao loa điện thoại vẫn phát,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Cho em hỏi tai nghe mua về thì nghe ok nhưng mà tải app hỗ trợ có ghi ở trên về để xem thời lượng pin thì hộp đựng tai nghe cứ ở 90% pin sạc mãi không lên được cái này là bị lỗi hay nó chỉ cho đến vậy,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Khi mua có nhờ nhân viên chỉnh âm lượng lớn r giờ đổi đt mới không biết chỉnh sao bật hết âm lượng đt vẫn nhỏ,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Dùng chưa được hai tháng thì một bên không nghe đc,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,5/10Bass nghe khá chánMở trên 40% âm lượng mới nghe được,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,TGDD Nên xem lại vấn đề từ nhà sản xuất.. Hàng mới 100%. Mà trầy xước từ bên ngoài lẫn bên trong hộp.. Hàng mới mà như hàng cũ vậy.. Còn vấn đề pin thì không sạc đầy và khi sạc hoàn toàn không hiển thị đèn báo gì cả. Chỉ đánh giá cho riêng nhân viên hệ thống TGDD 5Sao thôi. Còn hãng sản xuất chỉ được 1 Sao.,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Nghe bị mất âm, nghe 1 bài nhạc mà tắt âm tới mấy lần",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Mới mua xong, chất lượng âm thanh ở mức ổn, được cái pin trâu,",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,có tự ngắt kết nối khi đang đeo rồi tự kết nối lại,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Sạc dùng loại mấy wat ạ,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,sao không kết nối đc với pc nhể mặc dù pc mình có kết nối được blt với tai nghe,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"mình mới mua về xong mới biết tai nghe không hỗ trợ kết nối laptop, không biết có được đổi sang loại khác không ạ",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Sản phẩm tốt nhưng ko hài lòng với thái độ phục vụ,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Về phần míc của nó khá tệ... về gọi điện ns chuyện bên đối phương chỉ toàn nghe tạp âm thôi... míc ồn lắm,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Vô địch trong tầm giá chất âm khá tốt pin trâu độ hoàn thiện đc có app hiệu chỉnh Đàm thoại ở mức ổn th độ bền còn phải chờ th.gianVới mức zá này k tội gì mua mấy con iPod phake,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Đeo vừa tai , thiết kế chống ồn , mình chạy ship nên đeo cả ngày vẫn không đau tai ,pin trâu hơn so với các mẫu cùng tầm giá , có kháng nước nên thi thoảng chạy dính tý mưa cũng an tâm . Chất âm thì cũng bình thường thôi vì là hàng giá rẻ nhưng có app riêng chỉnh chế độ nên cũng cải thiện được chút . Nói chung với 290k thì quá hài lòng .",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,mới mua 1 chiếc sáng nay nhưng poco c65 không tìm được bluetooth là sao nhỉ muốn đc hỗ trợ,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Quá ổn so với tầm giá,các bạn tải apps xiaomi earbuds để dùng tối đa công dụng nha",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Sản phẩm tốt , nhân viên nhiệt tình",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Mình mới mua hôm qua giá tốt nghe phê vô cùng pim xài hôm qua qua tới giờ mới báo hết chưa phần nữa đỉnh không cần chỉnh,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Hàng mới mua mở hộp ra trầy xướt hết cả hộp tai nghe rồi lại k có dây sạc thất vọng ghê,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Không có dây sạc,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Vừa mua nghe khá êm. Nhân viên tư vấn rất ok,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Âm thanh ổn , thiết kế cá tính , có kháng nước , pin trâu",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Nhân viên nhiệt tình , tai nghe ổn vs tầm giá . Dùng 1 thời gian quay lại đánh giá sau",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,mua cho thăng em va thây no review lai la rât tôt trong tâm gia. 5,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Em mới mua được 1 ngày lúc mua đọc không kĩ về thấy không kết nối được lap thì có được hỗ trợ đổi lại sang tai có thể dùng được lap không ạ,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Tai này dùng cổng sạc nào thế mình mua về ko có cổng sạc nào vừa,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,ok tầm giá. nghe nhạc ko hay lắm.,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Mua về nghe được 1 bên,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Kết nối tay nghe rồi sao loa điện thoại vẫn phát,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Cho em hỏi tai nghe mua về thì nghe ok nhưng mà tải app hỗ trợ có ghi ở trên về để xem thời lượng pin thì hộp đựng tai nghe cứ ở 90% pin sạc mãi không lên được cái này là bị lỗi hay nó chỉ cho đến vậy,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Khi mua có nhờ nhân viên chỉnh âm lượng lớn r giờ đổi đt mới không biết chỉnh sao bật hết âm lượng đt vẫn nhỏ,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Dùng chưa được hai tháng thì một bên không nghe đc,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,5/10Bass nghe khá chánMở trên 40% âm lượng mới nghe được,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,TGDD Nên xem lại vấn đề từ nhà sản xuất.. Hàng mới 100%. Mà trầy xước từ bên ngoài lẫn bên trong hộp.. Hàng mới mà như hàng cũ vậy.. Còn vấn đề pin thì không sạc đầy và khi sạc hoàn toàn không hiển thị đèn báo gì cả. Chỉ đánh giá cho riêng nhân viên hệ thống TGDD 5Sao thôi. Còn hãng sản xuất chỉ được 1 Sao.,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Nghe bị mất âm, nghe 1 bài nhạc mà tắt âm tới mấy lần",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Mới mua xong, chất lượng âm thanh ở mức ổn, được cái pin trâu,",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,có tự ngắt kết nối khi đang đeo rồi tự kết nối lại,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Sạc dùng loại mấy wat ạ,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,sao không kết nối đc với pc nhể mặc dù pc mình có kết nối được blt với tai nghe,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"mình mới mua về xong mới biết tai nghe không hỗ trợ kết nối laptop, không biết có được đổi sang loại khác không ạ",head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Sản phẩm tốt nhưng ko hài lòng với thái độ phục vụ,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Về phần míc của nó khá tệ... về gọi điện ns chuyện bên đối phương chỉ toàn nghe tạp âm thôi... míc ồn lắm,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,Vô địch trong tầm giá chất âm khá tốt pin trâu độ hoàn thiện đc có app hiệu chỉnh Đàm thoại ở mức ổn th độ bền còn phải chờ th.gianVới mức zá này k tội gì mua mấy con iPod phake,head-phone
Tai nghe TWS Xiaomi Redmi Buds 6 Play,290.000₫,"Đeo vừa tai , thiết kế chống ồn , mình chạy ship nên đeo cả ngày vẫn không đau tai ,pin trâu hơn so với các mẫu cùng tầm giá , có kháng nước nên thi thoảng chạy dính tý mưa cũng an tâm . Chất âm thì cũng bình thường thôi vì là hàng giá rẻ nhưng có app riêng chỉnh chế độ nên cũng cải thiện được chút . Nói chung với 290k thì quá hài lòng .",head-phone
Tai nghe Dây AVA+ LiveBass E1,80.000₫,mới mua được 1 tuần hỏng 1 bên dù không bị đứt,head-phone
Tai nghe Dây AVA+ LiveBass E1,80.000₫,được một tuần hỏng một bên,head-phone
Tai nghe Dây AVA+ LiveBass E1,80.000₫,Nghề rất là êm tai nhak,head-phone
Tai nghe Dây AVA+ LiveBass E1,80.000₫,"Tai nghe nghe rất êm tai, âm thanh trầm ấm, nói chung ổm lắm nha",head-phone
Tai nghe Dây AVA+ LiveBass E1,80.000₫,"Mình thấy chất lượng âm thanh rất ổn, không bị rè, âm lượng đều ở cả 2 bên. Đeo không bị đau và rất vừa tai.Nói chung là ưng.",head-phone
Tai nghe Dây AVA+ LiveBass E1,80.000₫,"Giá mềm mà chất lượng tốt. Mình nghe êm tai, rõ âm lắm ạ, dây nghe thì làm chắc chắn",head-phone
Tai nghe Dây AVA+ LiveBass E1,80.000₫,"Mới mua, dùng mấy hôm nghe đc 1 bên thôi",head-phone
Tai nghe Dây AVA+ LiveBass E1,80.000₫,Rất tốt,head-phone
Tai nghe Dây AVA+ LiveBass E1,80.000₫,Ok ổn thôi,head-phone
Tai nghe Dây AVA+ LiveBass E1,80.000₫,E mua dùng dc hai ngày bây h chỉ còn nghe dc mỗi một bên thoi ạ,head-phone
Tai nghe Dây AVA+ LiveBass E1,80.000₫,Nghe nhạc hay lắm nha đeo vừa tai,head-phone
Tai nghe Dây AVA+ LiveBass E1,80.000₫,,head-phone
Tai nghe Dây AVA+ LiveBass E1,80.000₫,,head-phone
Tai nghe TWS AVA+ Buds Life Air 2 Pro,370.000₫,"Trải nghiệm trên Galaxy S22. TỐT âm thanh tốt. Thực sự tốt. thiết kế đẹp mắt. kích thước tai nghe vừa tai. nút chạm nhạy, tốt.BẤT TIỆN nút lệnh tăng giảm âm lượng không hợp lý. a. Nút lệnh tăng âm bên TRÁI. b. Nút lệnh giảm âm bên PHẢI. c. Tăng giảm âm lượng cần phải chạm 4 LẦN. Thiết kế nút chạm vị trí không hợp lý. Trình tự nút lệnh về âm nhạc bất tiện. a. 1 chạm chạy/ tạm dừng nhạc. b. 2 chạm kích hoạt trợ lý ảo. c. 3 chạm chuyển tiếp bài hát. d. 4 chạm tăng giảm âm lượng. Tôi thực sự cảm thấy không thoải mái với trình tự các nút lệnh.Và làm thế nào để tắt cái chức năng 2 chạm kích hoạt trợ lý ảo vậy ạ Không lẽ phải xóa hẳn app gemini và assistant hay sao ạ tắt gemini thì sau khi 2 chạm thì vẫn kích hoạt bảng yêu cầu bật gemini để tiếp tục Nút bấm nằm ở vị trí cầm nắm điều chỉnh là buộc phải chạm vào nó. Mang đến cảm giác tụt hứng và thiếu chuyên nghiệp, Trải nghiệm 1 bài nhạc yêu thích, đang khúc cao trào, muốn chỉnh tai nghe chuẩn thêm nữa, nghe cho thật feelllllll... điều gì đến cũng đến. Tai nghe đã kích hoạt trợ lý ảo. Nếu tai nghe này là một DJ thì tôi sẽ bóp cổ ổng 3 giây để ổng cùng trải nghiệm cảm giác. Sản phẩm có app tùy chỉnh không ạSản phẩm có case silicon không ạNếu anh chị có thể hổ trợ thì hổ trợ qua zalo được không ạ Gọi từ đầu số 028 sẽ không nhấc máy.",head-phone
Tai nghe TWS AVA+ Buds Life Air 2 Pro,370.000₫,nghe nhạc hay,head-phone
Tai nghe TWS AVA+ Buds Life Air 2 Pro,370.000₫,Mình mua tai nghe 1 tuần nhưng âm thanh bị văng ra ngoài dù là để múc nhỏ nhất . Giờ có cách nào xử lý không,head-phone
Tai nghe TWS AVA+ Buds Life Air 2 Pro,370.000₫,"Minh mua được khoảng cũng gần 1 tháng rồi, gần đây mình để ý là khi bỏ tai nghe vô hộp để sạc sau khi nghe xong. Khoảng 1 thời gian sau lấy ra kết nối lại thì phát hiện pin của tai nghe không được sạc và vẫn ở trạng thái pin lúc trước xài. Gần đây nữa, nghe còn khoảng 50% pin tai nghe xong cho vô hộp rồi sạc, đến cuối ngày lấy ra xài thì thấy pin tai nghe xuống 10%. Liệu đây có phải lỗi sản phẩm và nếu đem ra trung tâm TGDD bảo hành được không ạ.",head-phone
Tai nghe TWS AVA+ Buds Life Air 2 Pro,370.000₫,Vừa mua hôm qua muốn đổi sang dòng khác có mất phí k ạ,head-phone
Tai nghe TWS AVA+ Buds Life Air 2 Pro,370.000₫,E muốn biết để mua vỏ bọc ạ e tìm hoài k thấy,head-phone
Tai nghe TWS AVA+ Buds Life Air 2 Pro,370.000₫,sáng mới mua chưa dùng mà không biết con này có chế độ chống nước không nhỉ,head-phone
Tai nghe TWS AVA+ Buds Life Air 2 Pro,370.000₫,Xin kích thước hộp với ạ,head-phone
Tai nghe TWS AVA+ Buds Life Air 2 Pro,370.000₫,e muốn biết kích thước hộp đựng tai nghe là bao nhiêu ạ,head-phone
Tai nghe TWS AVA+ Buds Life Air 2 Pro,370.000₫,Tai nghe nghe mức to âm thanh bi văng ra ngoài bên ngoài cũng nghe thấy tiếng mặc dù đang đeo tai nghe.,head-phone
Tai nghe TWS AVA+ Buds Life Air 2 Pro,370.000₫,"Giá rẻ, chất lượng âm thanh nghe gọi ok, nói chung hài lòng",head-phone
Tai nghe TWS AVA+ Buds Life Air 2 Pro,370.000₫,Tai nghe dùng tốt trong tầm giá độ trễ thấp,head-phone
Tai nghe TWS AVA+ Buds Life Air 2 Pro,370.000₫,E mua tai nghe hơn tuần nay muốn đổi tai nghe khác được k vậy ad,head-phone
Tai nghe TWS AVA+ Buds Life Air 2 Pro,370.000₫,"Trong tầm giá 440 ngàn, mình mua ngay đợt giảm giá, thì quá là OK, pin trâu, âm thanh nghe OK lắm, mọi người nên mua để trải nghiệm, thật tuyệt vời, nói về tai nghe Bluetooth bình dân của AVA thì vô địch rồi... Mình sẽ còn mua nữa...",head-phone
Tai nghe TWS AVA+ Buds Life Air 2 Pro,370.000₫,,head-phone
Tai nghe TWS AVA+ Go P310,170.000₫,"Mik mua về xài đc khoảng 3 tháng thì có dấu hiệu đôi lúc sạc ko vô ở 1 bên tai ạ, ko BT mik có thể ra bảo hành đc ko ạ",head-phone
Tai nghe TWS AVA+ Go P310,170.000₫,Sao mình không kết nối được với điện thoại.,head-phone
Tai nghe TWS AVA+ Go P310,170.000₫,Không kết nối được với điện thoại,head-phone
Tai nghe TWS AVA+ Go P310,170.000₫,"Mới mua về,tai trái ko mở đc. Tai phải chập chờn lúc đc lúc ko. Chán yêu cầu trả lại sản phẩm",head-phone
Tai nghe TWS AVA+ Go P310,170.000₫,Sản phẩm rẻ không đòi hỏi cao mà vừa sử dụng đúng 1 tháng là míc bị rè nói chuyện đàm thoại người bên kia đầu dây ko nghe rõ đc không biết bên hệ thống có cho đổi lên tai giá cao hơn 1 ít để sử dụng bền hơn 1 xíu được không ạk,head-phone
Tai nghe TWS AVA+ Go P310,170.000₫,"Không nghe được...nghe được 1 chút thì tắt,sạc rồi cũng không nghe được",head-phone
Tai nghe TWS AVA+ Go P310,170.000₫,Mới mua về nghe đc 2 bên xíu lại 1 bên hk nghe đc là sao ta,head-phone
Tai nghe TWS AVA+ Go P310,170.000₫,"mới mua về nghe được 2 tai, không vô sạc, 1 tai thì k nghe được nưa là sao ta",head-phone
Tai nghe TWS AVA+ Go P310,170.000₫,"mua 2 cái, giá khuyến mãi, rẻ, âm thanh tốt, pin thì xài khi kết nối 2 tai đồng thời với máy laptop liên tục khoảng 2.5h là hết 1 bên tai, tai còn lại chưa nghe tiếp tới hết coi cộng tổng bao nhiêu tiếng. tóm lại, giá tốt, âm tốt, pin đại khái 2 tiếng cũng ổn nhưng không hiểu sao ghi tính năng 7 tiếng thì thấy không khớp với giới thiệu sản phẩm.",head-phone
Tai nghe TWS AVA+ Go P310,170.000₫,Sao điện thoại mình không tìm thấy thiết bị vậy ạ. Lấy tai nghe khỏi hộp cũng k thấy tín hiệu gì,head-phone
Tai nghe TWS AVA+ Go P310,170.000₫,Bass ổn âm thanh to rõ nghe được.pin khá trâu lâu lâu cái tụt pin nhanh mặc dù sạc đầy 100%.Sd gần 1 tháng thì 1 bên tai nghe bị nhỏ phải hiệu chỉnh bằng điện thoại mới nghe đồng đều 2 bên được,head-phone
Tai nghe TWS AVA+ Go P310,170.000₫,Công báo sạc 1.5 h là đầy mà sạc 2 h chưa thấy gì,head-phone
Tai nghe TWS AVA+ Go P310,170.000₫,"Ad ơi e chỉ mở được 1 tai nghe bên trái thôi ạ , còn bên còn lại k mở được ạ , hôm qua mùa về còn mở được cả hai , sạc xong lấy ra thì chỉ dùng được 1 bên thôi ạ",head-phone
Tai nghe TWS AVA+ Go P310,170.000₫,Sao em sài được vài phút đầu cái nó tự động tắt vậy ạ,head-phone
Tai nghe TWS AVA+ Go P310,170.000₫,"Ngon, rẻ, nhân viên nhiệt tình",head-phone
Tai nghe TWS AVA+ Go P310,170.000₫,Đặt màu đen lại gửi màu trăng là sao mjk muốn đổi hàng,head-phone
